Path,Transcript,goldStandard
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_3nrUiNGJJEx1MK9ktanM_1742241727_195799750_sentence_segment_close.wav",She explained how air inside the ball keeps it boo.|buh|yoiant bjɔɪənt and bouncy,She explained how air inside the ball keeps it buoyant and bouncy.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_3nrUiNGJJEx1MK9ktanM_1742241727_195799751_sentence_segment_close.wav",Understanding this she said helps a player like Roy have more fun,"""Understanding this,"" she said, ""helps players like Roy have more fun."""
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_3nrUiNGJJEx1MK9ktanM_1742241727_195799752_sentence_segment_close.wav",Inspired Roy wanted to explore more,"Inspired, Roy wanted to explore more."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_3nrUiNGJJEx1MK9ktanM_1742241727_195799753_sentence_segment_close.wav",He went to the library and borrowed books about football science,He went to the library and borrowed books about football science.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_3nrUiNGJJEx1MK9ktanM_1742241727_195799754_sentence_segment_close.wav",Soon Roy not only played with his football but also understood how it bounced,"Soon, Roy not only played with his football but also understood how it bounced."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_3nrUiNGJJEx1MK9ktanM_1742241727_195799755_sentence_segment_close.wav",The joy of learning made him enjoy the game even more,The joy of learning made him enjoy the game even more.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_3nrUiNGJJEx1MK9ktanM_1742241727_195799756_sentence_segment_close.wav",In the end Roy shared his knowledge with his friends,"In the end, Roy shared his knowledge with his friends."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_3nrUiNGJJEx1MK9ktanM_1742241727_195799757_sentence_segment_close.wav",Together they played with joy and gained a new love for science,"Together, they played with joy and gained a new love for science."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_eQ9VyOzVOCQWR7uTGBGzvfh3rUJ2_sid_BXMACxHtru85FV7B7SdW_1743022105_195799758_sentence_segment_close.wav",Priscilla was so s:l Prisida was so sleepy,Priscilla was so sleepy.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_eQ9VyOzVOCQWR7uTGBGzvfh3rUJ2_sid_BXMACxHtru85FV7B7SdW_1743022105_195799759_sentence_segment_close.wav",She had been woken,She had been awake since dawn.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_eQ9VyOzVOCQWR7uTGBGzvfh3rUJ2_sid_BXMACxHtru85FV7B7SdW_1743022105_195799760_sentence_segment_close.wav",Her mɑ|m made her a k|eɪ|k but Priscilla didn't ever take a bite,"Her mom made her a cake, but Priscilla didn't even take a bite."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_eQ9VyOzVOCQWR7uTGBGzvfh3rUJ2_sid_BXMACxHtru85FV7B7SdW_1743022105_195799761_sentence_segment_close.wav",Her dad gave her a wɔmt cake wk to warm but Priscilla could only yawn,"Her dad gave her a warm cape to wear, but Priscilla could only yawn."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_eQ9VyOzVOCQWR7uTGBGzvfh3rUJ2_sid_BXMACxHtru85FV7B7SdW_1743022105_195799762_sentence_segment_close.wav",She s tired She said sat but woke up but woke but her eyes would not k.|kuh.kum,"She tried to stay awake, but her eyes would not cooperate."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_eQ9VyOzVOCQWR7uTGBGzvfh3rUJ2_sid_BXMACxHtru85FV7B7SdW_1743022105_195799763_sentence_segment_close.wav",Priscilla climbed hout in her bɛt shifting under eɪɹ blanket and fɪlt a deep  sʌmbəɹ,"Priscilla climbed into her bed, snuggled under a blanket, and fell into a deep slumber."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_eQ9VyOzVOCQWR7uTGBGzvfh3rUJ2_sid_BXMACxHtru85FV7B7SdW_1743022105_195799764_sentence_segment_close.wav",She dreamed of a game where she ɹɛsɛt through a maze,She dreamed of a game where she raced through a maze.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_eQ9VyOzVOCQWR7uTGBGzvfh3rUJ2_sid_BXMACxHtru85FV7B7SdW_1743022105_195799765_sentence_segment_close.wav",Sh əm When she woke she felt great and was ready for a day,"When she woke, she felt great and was ready for the day!"
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_UHGZEyBQklbC0GB3JZMa5l8yuGT2_sid_c8LxiGOi9pplk2X8IdrJ_1743269442_195799766_sentence_segment_close.wav",In a lush green field wild bunnies hopped with gl.gleer,"In a lush green field, wild bunnies hopped with glee."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_UHGZEyBQklbC0GB3JZMa5l8yuGT2_sid_c8LxiGOi9pplk2X8IdrJ_1743269442_195799767_sentence_segment_close.wav",Am:on them was a beautiful bunny named Golden Gold,Among them was a bold bunny named Gold.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_UHGZEyBQklbC0GB3JZMa5l8yuGT2_sid_c8LxiGOi9pplk2X8IdrJ_1743269442_195799768_sentence_segment_close.wav",One day they found a magical unicorn with a cold nose,"One day, they found a magical unicorn with a cold nose."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_UHGZEyBQklbC0GB3JZMa5l8yuGT2_sid_c8LxiGOi9pplk2X8IdrJ_1743269442_195799769_sentence_segment_close.wav",It was kind and off:eder a red ride,It was kind and offered a ride.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_UHGZEyBQklbC0GB3JZMa5l8yuGT2_sid_c8LxiGOi9pplk2X8IdrJ_1743269442_195799770_sentence_segment_close.wav",together they ɹɛst under the forest finding hopping flat ,"Together, they raced around the forest, finding hidden paths."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_UHGZEyBQklbC0GB3JZMa5l8yuGT2_sid_c8LxiGOi9pplk2X8IdrJ_1743269442_195799771_sentence_segment_close.wav",faɪn:li at dusk the unicorn waved a dɛntl goodbye gentle goodbye,"Finally, at dusk, the unicorn waved a gentle goodbye."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_UHGZEyBQklbC0GB3JZMa5l8yuGT2_sid_c8LxiGOi9pplk2X8IdrJ_1743269442_195799772_sentence_segment_close.wav",The bunnies reached ren:t to their cl.cleh cozy burrow binds fl.flied with the most ama magical evening and a friendly unicorn favor in their hearts,"The bunnies returned to their cozy burrows, minds filled with the most amazing adventure and a friendly unicorn forever in their hearts."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_21Dw9jLeIqWjrAuRHI1RG1qPz853_sid_rdNZEManoTX8f0NWlSl6_1743199806_195799773_sentence_segment_close.wav",dʒeɪ|k loves Jake loved trains,Jake loved trains.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_21Dw9jLeIqWjrAuRHI1RG1qPz853_sid_rdNZEManoTX8f0NWlSl6_1743199806_195799774_sentence_segment_close.wav",One sunny day he decided to vɪdzɪt the s train station,"One sunny day, he decided to visit the train station."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_21Dw9jLeIqWjrAuRHI1RG1qPz853_sid_rdNZEManoTX8f0NWlSl6_1743199806_195799775_sentence_segment_close.wav",As he watched the trains come and go he felt joyful and eager to explore,"As he watched the trains come and go, he felt joyful and eager to explore."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_21Dw9jLeIqWjrAuRHI1RG1qPz853_sid_rdNZEManoTX8f0NWlSl6_1743199806_195799776_sentence_segment_close.wav",Each train seemed full of endless destinations,Each train seemed full of endless destinations.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_21Dw9jLeIqWjrAuRHI1RG1qPz853_sid_rdNZEManoTX8f0NWlSl6_1743199806_195799777_sentence_segment_close.wav",Jake was f|ɪɹləs as he ɪmædʒ|ɪnd riding to a place far away,Jake was fearless as he imagined riding to a place far away.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_21Dw9jLeIqWjrAuRHI1RG1qPz853_sid_rdNZEManoTX8f0NWlSl6_1743199806_195799778_sentence_segment_close.wav",But sun: the bright s|kaɪ turned gray and a dʒ|ɛntl rain began to fall,"But soon, the bright sky turned gray, and a gentle rain began to fall."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_21Dw9jLeIqWjrAuRHI1RG1qPz853_sid_rdNZEManoTX8f0NWlSl6_1743199806_195799779_sentence_segment_close.wav",The platform bɪkeɪŋ qu.|qui|te Quiet or quite quiet leaving Jake list|l l:istlis and a bit sad,"The platform became quiet, leaving Jake listless and a bit sad."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_21Dw9jLeIqWjrAuRHI1RG1qPz853_sid_rdNZEManoTX8f0NWlSl6_1743199806_195799780_sentence_segment_close.wav",dʒʌs then old conductor approach approached him,"Just then, an old conductor approached him."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_21Dw9jLeIqWjrAuRHI1RG1qPz853_sid_rdNZEManoTX8f0NWlSl6_1743199806_195799781_sentence_segment_close.wav", Don't feel hoʊp:|ləs hoʊp|ləs  l:æd conduclor said kəndʌk the conductor said kaɪnd|li,"""Don't feel hopeless, young lad,"" the conductor said kindly."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_21Dw9jLeIqWjrAuRHI1RG1qPz853_sid_rdNZEManoTX8f0NWlSl6_1743199806_195799782_sentence_segment_close.wav",every rainy days every rainy deɪ:z days can be wonderful w|ɪθ ination,"""Even rainy days can be wonderful with imagination."""
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_21Dw9jLeIqWjrAuRHI1RG1qPz853_sid_rdNZEManoTX8f0NWlSl6_1743199806_195799783_sentence_segment_close.wav",ɪnspaɪɹdə kəndək|təɹɹ.z words Jake imagined a train ə tɹeɪn: to a magical lan,"Inspired by the conductor's words, Jake imagined a train to a magical land."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_21Dw9jLeIqWjrAuRHI1RG1qPz853_sid_rdNZEManoTX8f0NWlSl6_1743199806_195799784_sentence_segment_close.wav",Suddenly the rain felt playful and bright,"Suddenly, the rain felt playful and bright."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_21Dw9jLeIqWjrAuRHI1RG1qPz853_sid_rdNZEManoTX8f0NWlSl6_1743199806_195799785_sentence_segment_close.wav",Jake knew that əvɛn|tʃəɹ that əvɛn|tʃəɹ could always be found rain or shine,"Jake knew that adventure could always be found, rain or shine."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_eQ9VyOzVOCQWR7uTGBGzvfh3rUJ2_sid_6mHu3G8rDk5ZmJUujE66_1743174942_195799786_sentence_segment_close.wav",meɪfl̩ is a pup,Maple is a little pup.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_eQ9VyOzVOCQWR7uTGBGzvfh3rUJ2_sid_6mHu3G8rDk5ZmJUujE66_1743174942_195799787_sentence_segment_close.wav",She loves Priscilla a lot,She loves Priscilla a lot.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_eQ9VyOzVOCQWR7uTGBGzvfh3rUJ2_sid_6mHu3G8rDk5ZmJUujE66_1743174942_195799788_sentence_segment_close.wav",In her yard they play with a big red ball,"In the yard, they play with a big red ball."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_eQ9VyOzVOCQWR7uTGBGzvfh3rUJ2_sid_6mHu3G8rDk5ZmJUujE66_1743174942_195799789_sentence_segment_close.wav",Maple can run fast he could get the ball,Maple can run fast to get the ball.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_eQ9VyOzVOCQWR7uTGBGzvfh3rUJ2_sid_6mHu3G8rDk5ZmJUujE66_1743174942_195799790_sentence_segment_close.wav",She  ɡlæ:d when she wins,She is glad when she wins!
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_eQ9VyOzVOCQWR7uTGBGzvfh3rUJ2_sid_6mHu3G8rDk5ZmJUujE66_1743174942_195799791_sentence_segment_close.wav",Priscilla la.a|lau lats a  and herace  hʌts her,Priscilla laughs and hugs her.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_eQ9VyOzVOCQWR7uTGBGzvfh3rUJ2_sid_6mHu3G8rDk5ZmJUujE66_1743174942_195799792_sentence_segment_close.wav",ʌm At the moon then sit and rest,"At noon, they sit and rest."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_eQ9VyOzVOCQWR7uTGBGzvfh3rUJ2_sid_6mHu3G8rDk5ZmJUujE66_1743174942_195799793_sentence_segment_close.wav",Maple znap in the sun,Maple naps in the sun.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_eQ9VyOzVOCQWR7uTGBGzvfh3rUJ2_sid_6mHu3G8rDk5ZmJUujE66_1743174942_195799794_sentence_segment_close.wav",Priscilla reads her book,Priscilla reads her book.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_eQ9VyOzVOCQWR7uTGBGzvfh3rUJ2_sid_6mHu3G8rDk5ZmJUujE66_1743174942_195799795_sentence_segment_close.wav",As the s:ʌn sets Maple and Priscilla head back home,"As the sun sets, Maple and Priscilla head back home."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_eQ9VyOzVOCQWR7uTGBGzvfh3rUJ2_sid_6mHu3G8rDk5ZmJUujE66_1743174942_195799796_sentence_segment_close.wav",Maple feels happy to be with her best friend,Maple feels happy with her best friend.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_eyem3EvRZrZsMzdS2HOEHLIsGTs1_sid_Gi6CTd0h6i7rPtveJk1O_1742516188_195799797_sentence_segment_close.wav",Max and his friends love sports,Max and his friends love sports.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_eyem3EvRZrZsMzdS2HOEHLIsGTs1_sid_Gi6CTd0h6i7rPtveJk1O_1742516188_195799798_sentence_segment_close.wav",They play on a big lush field,"They play on a big, lush field."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_eyem3EvRZrZsMzdS2HOEHLIsGTs1_sid_Gi6CTd0h6i7rPtveJk1O_1742516188_195799799_sentence_segment_close.wav",Max kicks a the ball with a strong thud,Max kicks the ball with a strong thud.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_eyem3EvRZrZsMzdS2HOEHLIsGTs1_sid_Gi6CTd0h6i7rPtveJk1O_1742516188_195799800_sentence_segment_close.wav",it wɪs| it  past the ðə tree and Zack catches it with a loud snap,"It whizzes past the trees, and Zack catches it with a loud slap."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_eyem3EvRZrZsMzdS2HOEHLIsGTs1_sid_Gi6CTd0h6i7rPtveJk1O_1742516188_195799801_sentence_segment_close.wav",The kids laugh and lid jump high read to smack the ball,"The kids laugh, and Leah jumps high, ready to smack the ball."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_eyem3EvRZrZsMzdS2HOEHLIsGTs1_sid_Gi6CTd0h6i7rPtveJk1O_1742516188_195799802_sentence_segment_close.wav",takes I mean They take turns and each give their best,"They take turns, each giving their best."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_eyem3EvRZrZsMzdS2HOEHLIsGTs1_sid_Gi6CTd0h6i7rPtveJk1O_1742516188_195799803_sentence_segment_close.wav",The sun sinks painting the sky with hurling of pink,"The sun sinks, painting the sky with hues of pink."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_eyem3EvRZrZsMzdS2HOEHLIsGTs1_sid_Gi6CTd0h6i7rPtveJk1O_1742516188_195799804_sentence_segment_close.wav",It's time to head home tired yet happy,"It's time to head home, tired yet happy."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_eyem3EvRZrZsMzdS2HOEHLIsGTs1_sid_Gi6CTd0h6i7rPtveJk1O_1742516188_195799805_sentence_segment_close.wav",Max waved goodbye and trotted back planting planning the next exciting game with glee,"Max waves goodbye and trots back, planning the next exciting game with glee."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_eyem3EvRZrZsMzdS2HOEHLIsGTs1_sid_Gi6CTd0h6i7rPtveJk1O_1742516188_195799806_sentence_segment_close.wav",Sports bring fun and friends together,Sports bring fun and friends together.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_UHGZEyBQklbC0GB3JZMa5l8yuGT2_sid_xpDFrYKvqQMpjww5p2qH_1741461927_195799807_sentence_segment_close.wav",Bold Billy bought a fast race car to s test his s|kɪlz,Bold Billy built a fast race car to test his skills.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_UHGZEyBQklbC0GB3JZMa5l8yuGT2_sid_xpDFrYKvqQMpjww5p2qH_1741461927_195799808_sentence_segment_close.wav",The why wɪd winds holds as he s|pinned down the old truck,The wild winds howled as he sped down the old track.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_UHGZEyBQklbC0GB3JZMa5l8yuGT2_sid_xpDFrYKvqQMpjww5p2qH_1741461927_195799809_sentence_segment_close.wav",With a kind m:aɪnd he found the wɪ:l to hold on teɪt,"With a kind mind, he found the will to hold on tight."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_UHGZEyBQklbC0GB3JZMa5l8yuGT2_sid_xpDFrYKvqQMpjww5p2qH_1741461927_195799810_sentence_segment_close.wav",Billy crossed the cold finish line as the vic|tips host of the most thrilling race,"Billy crossed the cold finish line as the victor, host of the most thrilling race."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_UHGZEyBQklbC0GB3JZMa5l8yuGT2_sid_xpDFrYKvqQMpjww5p2qH_1741461927_195799811_sentence_segment_close.wav",In the end he told his friends all about the exc excellent ride and the gold medal he won,"In the end, he told his friends all about the exciting ride and the gold medal he won."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_Sn3Nw7A3OmOkiMXEFjEyRusLuuo2_sid_46QiUAG6knWxFU9G9zSe_1741823579_195799812_sentence_segment_close.wav",Ben the cat and Ted the dog sat on a mat,Ben the cat and Ted the dog sat on a mat.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_Sn3Nw7A3OmOkiMXEFjEyRusLuuo2_sid_46QiUAG6knWxFU9G9zSe_1741823579_195799813_sentence_segment_close.wav",Ben had a ham sandwich,Ben had a ham sandwich.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_Sn3Nw7A3OmOkiMXEFjEyRusLuuo2_sid_46QiUAG6knWxFU9G9zSe_1741823579_195799814_sentence_segment_close.wav",l:ɛt me help said Ted,"""Let me help!"" said Ted."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_Sn3Nw7A3OmOkiMXEFjEyRusLuuo2_sid_46QiUAG6knWxFU9G9zSe_1741823579_195799815_sentence_segment_close.wav",Ben let Ted have a bit and said You are the best pal,"Ben let Ted have a bit and said, ""You are the best pal!"""
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_Sn3Nw7A3OmOkiMXEFjEyRusLuuo2_sid_46QiUAG6knWxFU9G9zSe_1741823579_195799816_sentence_segment_close.wav",They both wagged and wagged ful and glad,"They both wagged and wagged, full and glad."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_i0N0h2MnD3ZE7yMVZqn3_1742248902_195799817_sentence_segment_close.wav",A girl named Jen sat at her desk,A girl named Jen sat at her desk.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_i0N0h2MnD3ZE7yMVZqn3_1742248902_195799818_sentence_segment_close.wav",Jen had a big grin,Jen had a big grin.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_i0N0h2MnD3ZE7yMVZqn3_1742248902_195799819_sentence_segment_close.wav",Her new teacher ms Lane walked in,"Her new teacher, Ms. Lane, walked in."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_i0N0h2MnD3ZE7yMVZqn3_1742248902_195799820_sentence_segment_close.wav",Ms. Lane wore a pink dress and had a soft voice,Ms. Lane wore a pink dress and had a soft voice.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_i0N0h2MnD3ZE7yMVZqn3_1742248902_195799821_sentence_segment_close.wav",Glad to meet you Jen she said with a nod,"""Glad to meet you, Jen,"" she said with a nod."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_i0N0h2MnD3ZE7yMVZqn3_1742248902_195799822_sentence_segment_close.wav",Jen felt a big wave of joy,Jen felt a big wave of joy.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_i0N0h2MnD3ZE7yMVZqn3_1742248902_195799823_sentence_segment_close.wav",They sat and chatted about pets and spɔ:ɹts,They sat and chatted about pets and sports.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_i0N0h2MnD3ZE7yMVZqn3_1742248902_195799824_sentence_segment_close.wav",Jen ha| had a cat and Ms. Jane had a fish,"Jen had a cat, and Ms. Lane had a fish."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_i0N0h2MnD3ZE7yMVZqn3_1742248902_195799825_sentence_segment_close.wav",At the end of class Jen said I can't wait to come back,"At the end of class, Jen said, ""I can't wait to come back!"""
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_i0N0h2MnD3ZE7yMVZqn3_1742248902_195799826_sentence_segment_close.wav",Ms. Lane smiled and waved goodbye feeling just as glad,"Ms. Lane smiled and waved goodbye, feeling just as glad."
